video,summary
B0667.58,"The animals, including monkeys, baboons, lions, elephants, bears, and a bat, are sitting in, on, or climbing trees."
B1049.3,"The animals are sitting, climbing, and standing on rocks and cliffs."
B0757.1,Baboons are sitting in a tree.
B0652.61,"Monkeys, elephants, baboons, leopards, cheetahs, and giraffes are sitting or standing in trees in various environments, including the wild and desert."
B0638.24,"The monkeys and baboons are sleeping, sitting, and hanging from tree branches."
B1051.51,"The bears, monkeys, eagles, and mountain lions are sitting, standing, or perching on rocks and cliffs."
B0686.42,"The baboons are standing, sitting, and perching on various surfaces, including hills, rocks, trees, and branches."
B0910.23,Monkeys and baboons sit on rocks.
B1043.54,"The animals are standing, sitting, and perching on cliffs, rocks, and caves."
B0223.14,"The animals, including kangaroos, wildebeest, birds, baboons, monkeys, and others, walk and fly across the desert."
B0775.6,"Baboons sit in trees and on branches, often with other baboons or their babies."
B0998.41,The monkeys and birds sit and stand on top of rocks.
B1006.6,The monkeys and baboons are sitting or standing on top of rocks and cliffs.
B0727.27,Monkeys and birds are sitting on top of trees and hills.
B0804.57,"The animals are sitting on top of or in trees, with various species such as giraffes, elephants, baboons, monkeys, lions, and leopards taking to the treetops in the desert."
B0029.9,"The animals are shown walking, standing, and roaming on hillsides, roads, and in the desert."
B0996.19,The monkeys and baboons are standing and sitting on rocks and cliffs.
B0076.1,"Baboons are seen sitting in various positions, including on the ground, in trees, on top of branches, and on rocks, often near trees, and sometimes eating grass or with their babies."
B0030.12,Elephants and other animals are walking down hills and roads.
B0732.21,"The baboons are sitting, standing, and eating in trees, branches, and on the ground."
B0167.4,"The animals are sitting on or near the large rock in the river, with one on top and one in the water."
B0071.9,The monkeys and baboons are sitting in and on the trees.
B0665.11,"The animals, including baboons, monkeys, and an elephant, are sitting in trees on hills, in forests, and in the desert."
B0696.7,"Animals, including giraffes, elephants, monkeys, and a cheetah, are seen standing, sitting, climbing, and eating in and around trees."
B0849.9,"The animals, including an elephant and an eagle, are standing or sitting on rocks in the water."
B0911.22,Animals sit on rocks.
B1038.63,"Birds sit, perch, and climb on rocks, while bears and monkeys climb and stand on rock walls and cliffs."
B0062.5,"Baboons are sitting in, on, and with each other in trees."
B1002.2,Monkeys are sitting or standing on top of cliffs and rocks.
B0747.7,"The animals, including baboons, monkeys, and kangaroos, are sitting in trees."
B0130.3,"Baboons sit on top of trees and branches in various locations, including bushes and near rivers."
B0815.6,The monkeys and baboons are sitting in and on the branches of trees.
B1018.14,Birds and monkeys are sitting on the edge of a cliff.
B0801.41,The baboons are sitting on/ in the branches of a tree.
B0668.49,"The baboons sit in trees, often alone or with other animals, in various poses, including with their heads in the branches or looking at the camera."
B0780.50,Monkeys and baboons are sitting in trees.
B1037.24,"The bears, birds, and monkeys are standing, sitting, or standing next to various rocks, cliffs, and waterfalls."
B0782.34,The baboons and a bird sit on top of trees in the wild.
B0573.2,"The animals sit on rocks, with bears, monkeys, squirrels, and a bird occupying various locations, including rivers, forests, and woods."
B0794.10,"The monkeys, baboons, and elephants are all sitting in trees in the desert."
B0696.43,"Monkeys are climbing, sitting, and standing in trees, both alive and dead, in various wild environments."
B1057.7,"Monkeys sit, stand, and sit on rocks, cliffs, and edges."
B1036.54,"The birds sit on top of rocks, perches on the side of rocks, and sits on a tree trunk, while bears stand in front of rocks, on top of rocks, and in caves."
B0691.32,The baboons are sitting on top of a tree and a hill.
B0734.20,"Animals, including elephants, baboons, monkeys, and leopards, are sitting or standing in trees in various locations, including the desert, wild, and savannah."
B0012.4,Monkeys are standing on rocks in the river.
B0646.12,"The baboons sit on various surfaces, including hills and trees, both individually and in groups."
B0762.41,"Monkeys and baboons are sitting, standing, climbing, and hanging from trees in various environments, including the wild and the desert."
B0646.6,The baboons are sitting.
B0873.5,"The animals, including monkeys, bears, kangaroos, and baboons, are standing, sitting, climbing, and walking on rocks and in the water."
B0281.5,"The animals, including wildebeest, kangaroos, baboons, birds, monkeys, and others, are walking or crossing the desert."
B0831.30,"The animals are playing, standing, sitting, and walking on and in the water, rocks, and logs."
B0690.31,Baboons are sitting in and on trees.
B0901.3,Monkeys and elephants are seen on and around rocks.
B0368.2,"Birds are perched on rocks, sitting on cliffs, and flying around."
B0453.7,"The animals are climbing, standing, and sitting on top of rocks, cliffs, and walls."
B0181.1,"The animals are sitting, standing, laying, and climbing on top of rocks."
B0995.19,"Monkeys are standing, sitting, and perching on rocks and the edge of a cliff."
B0754.9,"The animals, including elephants, baboons, monkeys, and giraffes, are sitting and standing on top of trees and hills."
B0771.6,"The baboons and monkeys sit in, on, and atop trees and branches."
B0769.65,"The animals are sitting, hiding, and perching in the branches of trees, with a few exceptions of one lying on the ground and another flying with its wings spread out."
B0768.19,"The monkeys and elephants are sitting in or on trees, with some sitting in branches and others on top of the trees."
B0974.33,"Monkeys, baboons, and birds climb, sit, and stand on top of rocks and cliffs."
B0256.15,Monkeys are walking through the desert.
B0899.31,"The animals are standing, sitting, and perching on rocks in the river."
B0652.37,"The animals, including baboons, monkeys, lions, elephants, and giraffes, are sitting or standing in trees."
B1051.20,"Monkeys and bears are sitting, standing, and perching on rocks and cliffs."
B0879.3,"Animals are sitting on rocks, both in and out of the water."
B1043.49,"The animals are sitting on or near cliffs, with a monkey on the edge, a bear on the edge, and a bird on a rock in the middle."
B0662.65,"The baboons are sitting in various locations, including branches, ground, and near trees."
B0673.40,"The animals, including baboons, monkeys, and an elephant, are sitting in or on trees."
B0991.5,Bears and monkeys are standing and sitting on cliffs and rocks.
B0461.5,"The baboons are sitting, walking, and standing on the ground."
B0739.10,"The birds, baboons, and monkeys sit on or perch on tree branches and trees in the wild."
B0332.6,"The animals, including baboons and monkeys, are walking across dirt fields and deserts."
B0778.20,The baboons are sitting in the trees.
B0667.39,"Various animals, including elephants, baboons, monkeys, gorillas, and bears, are sitting in trees."
B0337.6,"The animals, including birds, kangaroos, monkeys, baboons, and others, are walking, lying, and sitting on the ground in the desert."
B0649.43,"The elephants and various primates, including baboons and monkeys, are seen climbing up, sitting on, and standing in trees."
B0959.20,Monkeys and baboons are sitting on or standing on rocks in the forest.
B1055.20,The animals in the cave and surrounding areas move around and interact with the large rocks that are present.
B0451.11,"The baboons and monkeys are climbing, sitting, and perching on rocks."
B0483.1,The baboons and monkeys are standing and walking on top of large rocks and rocky hills.
B0572.8,Monkeys and a bird are sitting and standing on various rocks.
B0655.38,"Animals, including baboons, monkeys, gorillas, lions, and elephants, are sitting in trees."
B0652.41,The monkeys and baboons are sitting in the trees.
B1054.40,"The bird and bear sit on rocks in the cave, while the cat and other birds sit inside the dark cave."
B0284.11,"The animals, including baboons, monkeys, birds, kangaroos, and wildebeest, are walking across the desert."
B0666.20,Monkeys and animals sit on top of trees and hills.
B0681.2,"The elephants are walking, standing, and sitting in various locations, while the baboons and monkeys are also sitting, hiding, and perching in trees."
B0657.26,Baboons and monkeys sit in trees.
B1037.22,The bear stands on top of a large rock.
B1024.23,"The animals are sitting on top of large rocks, with monkeys and baboons doing so multiple times, and a lion also joining in."
B0968.30,Monkeys and a bear are standing or sitting on the edge of a cliff.
